dog,birthday,date_box_test,date_test,age,castration,breed,sex,dias_total,box_errors,condition,condition_order,session,trial_2,trial,delay,latency_partner,latency_subject,dog_press,partner_press,press_first,time_between_press,Success,errortype,dog_see,prop_gaze_before15,prop_gaze_after15
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,1,20,10,3,3,2.4,y,y,dog,0.6,y,NA,NA,0.222222222,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,1,21,11,6,NA,2.8,y,n,dog,NA,n,earlypress,0,0,0.428571429
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,1,22,12,6,5.4,NA,n,y,owner,NA,n,nopress,NA,0,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,1,23,13,3,2.6,NA,n,y,owner,NA,n,nopress,NA,0.355555556,0.142857143
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,1,24,14,6,4.8,NA,n,y,owner,NA,n,nopress,NA,0,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,1,25,15,9,7.6,NA,n,y,owner,NA,n,nopress,NA,0,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,1,26,16,9,8.6,NA,n,y,owner,NA,n,nopress,NA,0,0.088888889
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,1,27,17,3,NA,1.4,y,n,dog,NA,n,earlypress,NA,0,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,1,28,18,6,NA,2.8,y,n,dog,NA,n,earlypress,NA,0.866666667,0.577777778
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,1,29,19,9,NA,7.6,y,n,dog,NA,n,earlypress,NA,0,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,1,30,20,3,NA,3.2,y,n,dog,NA,n,earlypress,NA,0,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,1,31,21,9,NA,8.4,y,n,dog,NA,n,earlypress,NA,NA,NA
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,2,32,22,3,2.8,1.6,y,y,dog,1.2,y,NA,NA,0,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,2,33,23,9,6.6,7.4,y,y,owner,0.8,y,NA,NA,0,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,2,34,24,9,NA,3.8,y,n,dog,NA,n,earlypress,NA,0.311111111,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,2,35,25,3,NA,0.8,y,n,dog,NA,n,earlypress,NA,0,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,2,36,26,6,5.2,NA,n,y,owner,NA,n,nopress,0,0,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,2,37,27,6,5.4,NA,n,y,owner,NA,n,nopress,0,0,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,2,38,28,6,4.6,4.8,y,y,owner,0.2,y,NA,0,0,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,2,39,29,3,2.4,3.4,y,y,owner,1,y,NA,NA,0.444444444,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,2,40,30,9,NA,3.2,y,n,dog,NA,n,earlypress,NA,0.488888889,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,2,41,31,3,3,NA,n,y,owner,NA,n,nopress,1,0.666666667,1
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,2,42,32,9,8,NA,n,y,owner,NA,n,nopress,1,0.6,1
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,2,43,33,3,3.4,NA,n,y,owner,NA,n,nopress,0,0,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,2,44,34,6,5.2,NA,n,y,owner,NA,n,nopress,0,0,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,2,45,35,9,NA,5,y,n,dog,NA,n,earlypress,NA,0.377777778,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,2,46,36,6,4.6,NA,n,y,owner,NA,n,nopress,NA,0,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,2,47,37,6,5.4,NA,n,y,owner,NA,n,nopress,0,0,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,2,48,38,3,2.6,NA,n,y,owner,NA,n,nopress,0,0,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,2,49,39,6,5.6,NA,n,y,owner,NA,n,nopress,0,0,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,2,50,40,9,8.6,NA,n,y,owner,NA,n,nopress,0,0,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,2,51,41,3,2.6,NA,n,y,owner,NA,n,nopress,0,0,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,2,52,42,9,8,NA,n,y,owner,NA,n,nopress,0,0,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,3,53,43,3,2.6,3.2,y,y,owner,0.6,y,NA,NA,0.232566667,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,3,54,44,6,NA,3.2,y,n,dog,NA,n,earlypress,NA,0,0.3003
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,3,55,45,6,5,NA,n,y,owner,NA,n,nopress,1,0.266933333,1
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,3,56,46,9,9,NA,n,y,owner,NA,n,nopress,0,0.411522222,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,3,57,47,3,2,3.2,y,y,owner,1.2,y,NA,NA,0,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,3,58,48,9,8.2,9.8,y,y,owner,1.6,y,NA,NA,0.103448276,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,3,59,49,3,2.8,4,y,y,owner,1.2,y,NA,NA,0,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,3,60,50,3,3,4.8,y,y,owner,1.8,y,NA,NA,0.232566667,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,3,61,51,6,5.2,6.2,y,y,owner,1,y,NA,NA,0,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,3,62,52,6,4.8,5,y,y,owner,0.2,y,NA,NA,0,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,3,63,53,3,3,4.2,y,y,owner,1.2,y,NA,NA,0.310422222,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,3,64,54,6,NA,3,y,n,dog,NA,n,earlypress,NA,0.343788889,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,3,65,55,6,5.2,NA,n,y,owner,NA,n,nopress,1,0.222444444,1
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,3,66,56,9,8,11.2,y,y,owner,3.2,n,latepress,NA,0.065733333,0.155711111
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,3,67,57,9,8.4,9.2,y,y,owner,0.8,y,NA,NA,0.176955556,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,3,68,58,9,8.4,8.8,y,y,owner,0.4,y,NA,NA,0.395348837,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,3,69,59,9,7.8,7.2,y,y,dog,0.6,y,NA,NA,0,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,3,70,60,6,4.8,5.6,y,y,owner,0.8,y,NA,NA,0,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,3,71,61,3,3.8,NA,n,y,owner,NA,n,nopress,0,0,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,3,72,62,3,3.2,4.4,y,y,owner,1.2,y,NA,NA,0.077855556,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,3,73,63,9,8,6.2,y,y,dog,1.8,y,NA,NA,0,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,4,74,64,9,NA,5.6,y,n,dog,NA,n,earlypress,NA,0,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,4,75,65,9,5.6,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,4,76,66,3,3.2,6.6,y,y,owner,3.4,n,latepress,NA,0,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,4,77,67,6,4.8,5.4,y,y,owner,0.6,y,NA,NA,0.288888889,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,4,78,68,9,NA,3.6,y,n,dog,NA,n,earlypress,NA,0.266666667,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,4,79,69,3,2.8,NA,n,y,owner,NA,n,nopress,1,1,1
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,4,80,70,6,5,6.2,y,y,owner,1.2,y,NA,NA,0,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,4,81,71,9,7.6,8.2,y,y,owner,0.6,y,NA,NA,0.444444444,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,4,82,72,3,3,NA,n,y,owner,NA,n,nopress,1,1,0.177777778
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,4,83,73,6,NA,4,y,n,dog,NA,n,earlypress,NA,0,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,4,84,74,9,NA,5.6,y,n,dog,NA,n,earlypress,NA,0.093023256,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,4,85,75,3,3,NA,n,y,owner,NA,n,nopress,0,0,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,4,86,76,3,2.8,NA,n,y,owner,NA,n,nopress,0,0.666666667,1
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,4,87,77,6,4.8,6,y,y,owner,1.2,y,NA,NA,0.277777778,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,4,88,78,9,8.4,9.4,y,y,owner,1,y,NA,NA,0,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,4,89,79,3,3,4.2,y,y,owner,1.2,y,NA,NA,0.111111111,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,4,90,80,6,5.4,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,4,91,81,9,8.6,NA,n,y,owner,NA,n,nopress,0,0,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,4,92,82,3,3,4.8,y,y,owner,1.8,y,NA,NA,0.311111111,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,4,93,83,6,5.2,6.8,y,y,owner,1.6,y,NA,NA,0,0
flora,23/08/2018,18/11/2019,24/01/2020,1.25,intact,russkiytoy,female,0.71,6,buzzerdelay,1,4,94,84,6,8.4,NA,n,y,owner,NA,n,nopress,0,0,0
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,0,1,1,3,3.2,2.8,y,y,dog,0.4,y,NA,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,0,2,2,3,3.2,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,0,3,3,3,3,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,0,4,4,3,2.8,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,0,5,5,3,3,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,0,6,6,3,3.4,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,0,7,7,3,3.2,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,0,8,8,3,3.2,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,0,9,9,3,3.6,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,0,10,10,3,3.4,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,1,11,1,3,3.4,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,1,12,2,3,3.2,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,1,13,3,9,8.8,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,1,14,4,6,6.6,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,1,15,5,9,10.4,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,1,16,6,6,6,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,1,17,7,6,6,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,1,18,8,9,8.8,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,1,19,9,3,3.2,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,1,20,10,9,8.4,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,1,21,11,3,3.2,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,1,22,12,6,5.6,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,1,23,13,3,3.2,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,1,24,14,9,9,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,1,25,15,9,9.4,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,1,26,16,6,5.6,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,1,27,17,6,6.6,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,1,28,18,3,3.8,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,1,29,19,3,3.2,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,1,30,20,9,9.8,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,1,31,21,6,6.4,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,2,32,22,6,6.4,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,2,33,23,6,6.2,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,2,34,24,9,8.8,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,2,35,25,6,6.4,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,2,36,26,9,9.2,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,2,37,27,3,3.8,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,2,38,28,9,9.4,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,2,39,29,3,3,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,2,40,30,3,3,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,2,41,31,3,3.2,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,2,42,32,6,6.2,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,2,43,33,9,9.4,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,2,44,34,6,6.4,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,2,45,35,6,7,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,2,46,36,3,4.4,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,2,47,37,9,9.6,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,2,48,38,3,3.4,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,2,49,39,6,6.6,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,2,50,40,3,3.2,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,2,51,41,9,10,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,2,52,42,9,9.6,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,3,53,43,6,5.4,7.6,y,y,owner,2.2,n,latepress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,3,54,44,9,10.2,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,3,55,45,9,9.2,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,3,56,46,3,3.4,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,3,57,47,3,3.6,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,3,58,48,3,3.6,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,3,59,49,3,3.6,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,3,60,50,6,6.4,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,3,61,51,9,9.6,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,3,62,52,9,9.8,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,3,63,53,9,10.6,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,3,64,54,6,7.6,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,3,65,55,9,10,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,3,66,56,3,4.6,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,3,67,57,6,6.8,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,3,68,58,6,6.4,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,3,69,59,3,4.6,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,3,70,60,3,3.8,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,3,71,61,6,6.6,NA,n,y,owner,NA,n,nopress,NA,NA,NA
flora,23/08/2018,18/11/2019,29/01/2020,1.25,intact,russkiytoy,female,0.71,6,a_nv,2,3,72,62,9,9.2,NA,n,y,owner,NA,n,nopress,NA,NA,NA
